MSTID	RSRID	LNAME	FNAME	TYPE	SCIENCE	FIELD	SUBFIELD	STAT	statadm	ALLOW	CITSHIP	FRASCATI	RECAPITUALITION	CITATIONS	ABBREV	KEYWS	CONTACT	REPRESENTBIBL	THESES	EDUCATION	LANGSKILLS	PROJECTS	PROGRAMS	EMPLOY	ORCID	LINKS	YNGRESEARCHERS	CERIF	MTONGUE	BIOGRAPHY	sss	FIL	DESC
5	00724	4067	Vrabec	Jože	RSR	1	01	02	ACT	UPD	T	SI	list(SCIENCE = "1", FIELD = "01", SUBFIELD = "02", WEIGHT = "1", SCI_DESCR = "Naravoslovje", FIL_DESCR = "Matematika", SUB_DESCR = "Topologija")	list(`1ABC` = "0", `2A3AB` = "0", A1_Score = "0", A11 = "0", A12 = "0", A3_Score = "0", A3_Update = "0", A31_Score = "0", A32_Score = "0", A33_Score = "0", A34_Score = "0", A35_Score = "0", AI = "0", AII = "0", CI_10 = "23", CI_Max = "20", Cnt_1A1 = "0", Cnt_1A2 = "0", Cnt_1A3 = "0", Cnt_1A4 = "0", Cnt_1B = "0", Cnt_1C = "0", Cnt_1D = "0", Cnt_2A = "0", Cnt_2B = "0", Cnt_2C = "0", Cnt_2D = "0", Cnt_2E = "0", Cnt_2F = "0", Cnt_2G = "0", Cnt_2H = "0", Cnt_2I = "0", Cnt_2J = "0", Cnt_3A = "0", Cnt_3B = "0", 
    Cnt_3C = "0", Cnt_3D = "0", Cnt_3E = "0", Cnt_3F = "0", Cnt_4C = "0", Cnt_4D = "0", Cnt_A12 = "0", Cnt_AI = "0", Cnt_AII = "0", Cnt_S = "0", Cnt_Z = "0", `h-index` = "2", Z = "0", SCIENCE = "1")	list(WOS_CONNECTIONS = "6", WOS_CITATIONS = "48", WOS_PURE_CITATIONS = "42", SCOPUS_CONNECTIONS = "7", SCOPUS_CITATIONS = "55", SCOPUS_PURE_CITATIONS = "50", WOS_DIV = "7", SCOPUS_DIV = "7,14")	Dr.	Mnogoterosti, celièni kompleksi, kosoma linearna topologija, diferencialna topologija, nizko-dimenzionalna topologija, algebraièna topologija na mnogoterostih.	list()	list(BIBLIO = c("7783513", "7785305", "4792665", "4792709", "5069657", "4792153", "5069401", "4816729", "4829529", "35930624"))	list(CID = c("3394137", "9270016", "563033"), TYPOLOGY = c("2.11", "2.09", "2.08"), DOCTYPE = c("m", "m", "m"), TITLE = c("Teorija distribucij ; Laplaceov odvod distribucije", "Dehnova lema in sorodni problemi", "Inclusion maps of three-manifolds which induce monomorphisms on fundamental groups"), FROMYEAR = c("1963", "1969", "1971"), PAGES = c("34 str.", "159 str.", "127 str."), DATECRE = c("14.4.1995", "10.12.1994", "0:00:00"))	list(EDULVL = c("diploma", "magisterij", "doktorat"), DEGREE = c("univerzitetni diplomirani mate", NA, NA), INSTNAME1 = c("Univerza v Ljubljani", "Sveuèilište v Zagrebu", "Univ. of Wisconsin in Madison"), INSTNAME2 = c("FNT - Oddelek za matematiko", "Prirodoslovno-matematièki fakul.", NA), COUNTRY = c("Slovenija", "Hrvaška", "Združene države Amerike"), FIELD = c("tehnièna matematika", "Matematika", "matematika"), YEAR = c("1963", "1969", "1971"), LVLCODE = c("BCD", "MSD", "DOD"), COUNTRYCODE = c("SI", 
"HR", "US"))	list(LANG_DESCR = c("angleški", "nemški", "francoski", "ruski"), LANGCODE = c("ENG", "GER", "FRE", "RUS"), SKILLRD = c("tekoèe", "tekoèe", "osnovno", "osnovno"), SKILLWR = c("tekoèe", "funkcionalno", "-", "-"), SKILLSPK = c("tekoèe", "funkcionalno", "-", "-"), SKILLRD_CODE = c("FL", "FL", "BA", "BA"), SKILLWR_CODE = c("FL", "FU", "NO", "NO"), SKILLSPK_CODE = c("FL", "FU", "NO", "NO"))	list(MSTID_PRG = c("J", "J", "J"), MSTID_SCIENCE = c("1", "1", "1"), MSTID_CONTR = c("6128", "0885", "7039"), TITLE = c("Geometrijska in algebrajska topologija", "Teorija dimenzij in geometrijska topologija", "Nizkodimenzionalna topologija in kohomološka teorija dimenzij"), STARTDATE = c("1.7.2004", "1.7.1998", "1.1.1995"), ENDDATE = c("30.6.2007", "30.6.2001", "30.6.1998"), PRJID = c("3800", "897", "834"), PRJ_STATADM = c("UPD", "UPD", "UPD"), FNAME = c("Dušan", "Dušan", "Dušan"), LNAME = c("Repovš", 
"Repovš", "Repovš"), RSR_MSTID = c("07083", "07083", "07083"), RSR_STATADM = c("UPD", "UPD", "UPD"), RSRID = c("5995", "5995", "5995"), FRAME = c("MST", "MST", "MST"))	list(MSTID_PRG = "P", MSTID_SCIENCE = "0", MSTID_CONTR = "0509-0101", TITLE = "Teorija dimenzij in geometrijska topologija", STARTDATE = "1.1.1999", ENDDATE = "31.12.2003", oldmstid = "P1-0292", PRJID = "2689", PRJ_STATADM = "UPD", FNAME = "Dušan", LNAME = "Repovš", RSR_MSTID = "07083", RSR_STATADM = "UPD", RSRID = "5995", FRAME = "MST")	NULL	NA	NULL	list(MSTID = c("08947", "08728", "13431", "19420"), RSRID = c("6588", "6521", "8064", "11468"), LNAME = c("Mramor Kosta", "Saksida", "Strle", "Mijatoviæ"), FNAME = c("Nežka", "Pavle", "Sašo", "Aleksandar"), ABBREV = c("Dr.", "Dr.", "Dr.", "Dr."), WEIGHT = c("60", "60", "60", "60"), LVLCODE = c("DOD", "DOD", "DOD", "DOD"), SCIENCE = c("1", "1", "1", "1"), FIELD = c("01", "01", "01", "01"), SUBFIELD = c("02", "02", "02", "02"), SCI_DESCR = c("Naravoslovje", "Naravoslovje", "Naravoslovje", "Naravoslovje"
), STAT = c("ACT", "ACT", "ACT", "ACT"), FIL_DESCR = c("Matematika", "Matematika", "Matematika", "Matematika"), SUB_DESCR = c("Topologija", "Topologija", "Topologija", "Topologija"), statadm = c("UPD", "UPD", "UPD", "UPD"), YNG_ROL = c("Doktorat", "Doktorat", "Doktorat", "Doktorat"), ROLECODE = c("004", "004", "004", "004"), startdate = c("1.4.1986", "1.11.1993", "1.12.1992", "1.11.1998"), enddate = c("31.3.1989", "31.10.1994", "31.8.1999", "31.10.2001"), TTL_STAT = c("3", "3", "3", "3"), TTL_PRE = c("0", 
"0", "0", "0"), TTL_POST = c("0", "0", "0", "0"), ORG_NAME = c("Inštitut za matematiko, fiziko in mehaniko", "Inštitut za matematiko, fiziko in mehaniko", "Inštitut za matematiko, fiziko in mehaniko", "Inštitut za matematiko, fiziko in mehaniko"), ORGID = c("554", "554", "554", "554"))	NULL	NA	NA	0	 "Matematika", 	 "Topologija"
6	00725	4068	Petek	Peter	RSR	1	01	02	ACT	UPD	T	SI	list(SCIENCE = c("1", "1"), FIELD = c("01", "01"), SUBFIELD = c("02", "03"), WEIGHT = c("1", "2"), SCI_DESCR = c("Naravoslovje", "Naravoslovje"), FIL_DESCR = c("Matematika", "Matematika"), SUB_DESCR = c("Topologija", "Numerièna in raèunalniška matematika"))	list(`1ABC` = "37,47", `2A3AB` = "0", A1_Score = "0,12", A11 = "44,08", A12 = "0", A3_Score = "0", A3_Update = "0", A31_Score = "0", A32_Score = "0", A33_Score = "0", A34_Score = "0", A35_Score = "0", AI = "0", AII = "0", CI_10 = "12", CI_Max = "8", Cnt_1A1 = "0", Cnt_1A2 = "0", Cnt_1A3 = "0", Cnt_1A4 = "1", Cnt_1B = "0", Cnt_1C = "2", Cnt_1D = "0", Cnt_2A = "0", Cnt_2B = "0", Cnt_2C = "0", Cnt_2D = "0", Cnt_2E = "0", Cnt_2F = "0", Cnt_2G = "0", Cnt_2H = "0", Cnt_2I = "0", Cnt_2J = "0", Cnt_3A = "0", 
    Cnt_3B = "0", Cnt_3C = "0", Cnt_3D = "0", Cnt_3E = "0", Cnt_3F = "0", Cnt_4C = "0", Cnt_4D = "0", Cnt_A12 = "0", Cnt_AI = "0", Cnt_AII = "0", Cnt_S = "2", Cnt_Z = "3", `h-index` = "2", Z = "37,47", SCIENCE = "1")	list(WOS_CONNECTIONS = "7", WOS_CITATIONS = "14", WOS_PURE_CITATIONS = "11", SCOPUS_CONNECTIONS = "7", SCOPUS_CITATIONS = "21", SCOPUS_PURE_CITATIONS = "16", WOS_DIV = "1,57", SCOPUS_DIV = "2,29")	Dr.	dinamièni sistemi, kaos, interacija funkcij, kvaternioni	list()	list(BIBLIO = c("8741712", "8765529", "8792665", "87998333", "8800089", "7183705", "7522393", "7712345", "8196185", "5525833"))	list(CID = c("3390041", "8741465", "6091013", "529455"), TYPOLOGY = c("2.11", "2.09", "2.08", "2.11"), DOCTYPE = c("m", "m", "m", "m"), TITLE = c("Sferiène funkcije na Liejevih grupah", "Primarne kohomološke operacije", "Kohomološki kolobarji simetriènih grup", "Sol-gel sinteza Pb(Zr,Ti)O3 prahu"), FROMYEAR = c("1967", "1971", "1974", "1994"), PAGES = c("44 str.", "126 str.", "46, 46 str.", "62 f."), DATECRE = c("14.4.1995", "13.5.1999", "26.3.1991", "20.6.1994"))	list(EDULVL = c("diploma", "magisterij", "doktorat"), DEGREE = c("dipl.ing.tehn.mat.", NA, "doktor znanosti"), INSTNAME1 = c("Univerza v Ljubljani", "Univerza v Zagrebu", "Univerza v Ljubljani"), INSTNAME2 = c("FNT, Matematika", "Prirodoslovno matematièna", "FNT, Matematika"), COUNTRY = c("Slovenija", "Hrvaška", "Slovenija"), FIELD = c("tehnièna matematika", "matematika, topologija", NA), YEAR = c("1967", "1971", "1974"), LVLCODE = c("BCD", "MSD", "DOD"), COUNTRYCODE = c("SI", "HR", "SI"))	list(LANG_DESCR = c("angleški", "nemški", "danski", "francoski", "ruski"), LANGCODE = c("ENG", "GER", "DAN", "FRE", "RUS"), SKILLRD = c("tekoèe", "tekoèe", "funkcionalno", "funkcionalno", "funkcionalno"), SKILLWR = c("tekoèe", "funkcionalno", "osnovno", "osnovno", "osnovno"), SKILLSPK = c("tekoèe", "funkcionalno", "osnovno", "osnovno", "osnovno"), SKILLRD_CODE = c("FL", "FL", "FU", "FU", "FU"), SKILLWR_CODE = c("FL", "FU", "BA", "BA", "BA"), SKILLSPK_CODE = c("FL", "FU", "BA", "BA", "BA"))	list(MSTID_PRG = c("J", "J", "J", "J", "J"), MSTID_SCIENCE = c("1", "1", "1", "1", "1"), MSTID_CONTR = c("2057", "9643", "6128", "0467", "7038"), TITLE = c("Nestandardne vložitve Cantorjeve množice v Evklidski 3-prostor", "Nove metode v geometriji in topologiji ter njihova uporaba", "Geometrijska in algebrajska topologija", "Izbrani problemi v numerièni analizi", "Numeriène metode matematiène analize"), STARTDATE = c("1.5.2009", "1.7.2007", "1.7.2004", "1.7.1998", "1.1.1995"), ENDDATE = c("30.4.2012", 
"30.6.2010", "30.6.2007", "30.6.2001", "30.6.1998"), PRJID = c("6361", "5553", "3800", "955", "847"), PRJ_STATADM = c("UPD", "UPD", "UPD", "UPD", "UPD"), FNAME = c("Dušan", "Dušan", "Dušan", "Jernej", "Bojan"), LNAME = c("Repovš", "Repovš", "Repovš", "Kozak", "Orel"), RSR_MSTID = c("07083", "07083", "07083", "03425", "09634"), RSR_STATADM = c("UPD", "UPD", "UPD", "UPD", "UPD"), RSRID = c("5995", "5995", "5995", "4808", "6758"), FRAME = c("MST", "MST", "MST", "MST", "MST"))	list(MSTID_PRG = c("P", "P", "P"), MSTID_SCIENCE = c("1", "1", "0"), MSTID_CONTR = c("0292", "0292", "0505-0101"), TITLE = c("Topologija in geometrija", "Topologija in geometrija", "Numerièna analiza"), STARTDATE = c("1.1.2009", "1.1.2004", "1.1.1999"), ENDDATE = c("31.12.2014", "31.12.2008", "30.4.2002"), oldmstid = c("P1-0292", "P1-0292", "P0-0505-0101"), PRJID = c("6119", "3593", "2622"), PRJ_STATADM = c("UPD", "UPD", "UPD"), FNAME = c("Dušan", "Dušan", "Jernej"), LNAME = c("Repovš", "Repovš", 
"Kozak"), RSR_MSTID = c("07083", "07083", "03425"), RSR_STATADM = c("UPD", "UPD", "UPD"), RSRID = c("5995", "5995", "4808"), FRAME = c("MST", "MST", "MST"))	NULL	NA	NULL	list(MSTID = "04640", RSRID = "5199", LNAME = "Škapin Rugelj", FNAME = "Marjeta", ABBREV = "Dr.", WEIGHT = "60", LVLCODE = "DOD", SCIENCE = "1", FIELD = "01", SUBFIELD = "00", SCI_DESCR = "Naravoslovje", STAT = "ACT", FIL_DESCR = "Matematika", statadm = "UPD", YNG_ROL = "Doktorat", ROLECODE = "004", startdate = "1.1.1986", enddate = "31.5.1994", TTL_STAT = "3", TTL_PRE = "0", TTL_POST = "0", ORG_NAME = "Inštitut za matematiko, fiziko in mehaniko", ORGID = "554")	NULL	NA	NA	1	 "Matematika", "Matematika", 	 "Topologija", "Numerièna in raèunalniška matematika"
7	00726	22093	KRIŽANIÈ	FRANC	RSR	1	01	01	RIP	UPD	F	SI	list(SCIENCE = "1", FIELD = "01", SUBFIELD = "01", WEIGHT = "1", SCI_DESCR = "Naravoslovje", FIL_DESCR = "Matematika", SUB_DESCR = "Analiza")	NULL	NULL	Dr.	NA	NULL	NULL	list(CID = "3666777", TYPOLOGY = "2.08", DOCTYPE = "m", TITLE = "Linearni funkcionali v Banachovem prostoru in osnovni lemma variacijskega raèuna", FROMYEAR = "1955", PAGES = "35 str.", DATECRE = "31.7.1995")	list(EDULVL = c("diploma", "doktorat"), INSTNAME2 = c("PMF - MATEMATIKA", "MATEMATIKA"), YEAR = c("1951", "1956"), LVLCODE = c("BCD", "DOD"))	NULL	NULL	NULL	NULL	NA	NULL	NULL	NULL	NA	NA	0	 "Matematika", 	 "Analiza"
