	LIST.ID	LIST.BIBL.UT	LIST.BIBL.EID	LIST.BIBL.AC	LIST.BIBL.CI	LIST.BIBL.CIAU	LIST.BIBL.TC	LIST.BIBL.PUBYEAR	LIST.BIBL.AUPUB	LIST.BIBL.TITLE	LIST.BIBL.VOLUME	LIST.BIBL.ISSUE	LIST.BIBL.PAGES	LIST.BIBL.DOI	LIST.SER.ISSN	LIST.SER.OA	LIST.SER.TITLE	LIST.CODES.RSR.VAL	LIST.CODES.RSR.SCI	LIST.CODES.PRJ.VAL	LIST.CODES.PRJ.SCI	LIST.CODES.PRG.VAL	LIST.CODES.PRG.SCI	LIST.CODES.GRP.VAL	LIST.CODES.GRP.SCI	LIST.CODES.ORG.VAL	LIST.CODES.ORG.SCI	LIST.CODES.UNI.VAL	LIST.CODES.UNI.SCI	LIST.CODES.NOR.VAL	LIST.CODES.NOR.SCI	TEME
3897	17597017		2-s2.0-77955874676	1	7	3.5	8	2010	Alexandru Krist˙ly, Nikolaos S. Papageorgiou	Multiple nontrivial solutions for Neumann problems involving the p-Laplacian: a Morse theoretical approach	Vol. 10	iss. 1	str. 83-107	NA	1536-1365		Advanced nonlinear studies	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	Neumann problem, p-Laplacian, Morse theory, multiple solutions
3898	17597273		2-s2.0-84867897797	7	4	2	11	2012	Salvatore A. Marano, Nikolaos S. Papageorgiou	Multiple solutions to a Dirichlet problem with p-Laplacian and nonlinearity depending on a parameter	Vol. 1	iss. 3	str. 257-275	10.1515/anona-2012-0005	2191-9496	sherpa_romeo	Advances in nonlinear analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	concave-convex nonlinearities, p-Laplacian, constant-sign solutions, multiple solutions
3899	17598809		2-s2.0-84958780929	1	1	0.2	2	2016	Ali Reza Ashrafi, Jernej Azarija, Azam Babai, Khadijeh Fathalikhani, Sandi Klavñar	The (non-)existence of perfect codes in Fibonacci cubes	Vol. 116	iss. 5	str. 387-390	10.1016/j.ipl.2016.01.010	0020-0190	sherpa_romeo	Information processing letters	5949,35352	N0105,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	korekcijska koda, popolna koda, u”inkovita dominantna mnoñica, Fibonaccijeva kocka, kombinatori”ni problemi, error-correcting code, perfect code, efficient dominating set, Fibonacci cube, combinatorial problems
3900	17601369		2-s2.0-84995360042	0	3	1	3	2015	Luka Boc-Thaler, John Erik Fornass, HAN PETERS	Fatou components with punctured limit sets	Vol. 35	iss. 5	str. 1380-1393	10.1017/etds.2013.115	0143-3857	sherpa_romeo	Ergodic theory & dynamical systems	34560	N0101	NA	NA	P1-0291	N01	0101-001,0588-002	N0101,D0103	0101,0510,0588	N01,T0707,D0103	UNI-001		NA	NA	kompleksna dinamika, analiza ve” kompleksnih spremenljivk, limitne mnoñice, holomorfni endomorfizmi, complex dynamics, several complex variables, limit sets, holomorphic endomorphisms
3901	17601625		2-s2.0-84940460081	0	0	0	0	2015	Luka Boc Thaler	A reconstruction theorem for complex polynomials	Vol. 26	no. 9	1550073 [str. 1-13]	10.1142/S0129167X15500731	0129-167X	sherpa_romeo	International journal of mathematics	34560	N0101	NA	NA	P1-0291	N01	0101-001,0588-002	N0101,D0103	0101,0510,0588	N01,T0707,D0103	UNI-001		NA	NA	kompleksna dinamika, polinomi, entropija, complex dynamics, polynomials, entropy
3902	17602137		2-s2.0-84958212740	0	0	0	0	2016	Marko Kandi“	Sets of matrices with singleton spectra generated by positive matrices	Vol. 496	NA	str. 463-474	10.1016/j.laa.2016.02.011	0024-3795	sherpa_romeo	Linear Algebra and its Applications	29584	N0101	J1-8133	N0104	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	pozitivne matrike, polgrupe matrik,, standardna razcepnost, to”kasti spekter, diagonalni operator, positive matrices, semigroups of matrices, decomposability, singleton spectrum, diagonal operator
3903	17602393		2-s2.0-82155191499	10	6	3	16	2011	Shouchuan Hu, Nikolaos S. Papageorgiou	Nonlinear Neumann equations driven by a nonhomogeneous differential operator	Vol. 10	no. 4	str. 1055 - 1078	10.3934/cpaa.2011.10.1055	1534-0392	sherpa_romeo	Communications on pure and applied analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	C-condition, nonlinear regularity, critical group, Morse relation, Mountain Pass theorem, Moser iteration method
3904	17602649		2-s2.0-82155183194	12	4	1.32	16	2010	Michael E. Filippakis, Donal O. Regan, Nikolaos S. Papageorgiou	Positive solutions and bifurcation phenomena for nonlinear elliptic equations of logistic type: the superdiffusive case	Vol. 9	no. 6	str. 1507 - 1527	10.3934/cpaa.2010.9.1507	1534-0392	sherpa_romeo	Communications on pure and applied analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	p-Laplacian, superdiffusive reaction, linking sets, mountain pass theorem, upper-lower solutions, truncation techniques, comparison principle
3905	17603929		2-s2.0-84886543625	13	5	2.5	18	2014	Leszek Gasi„ski, Nikolaos S. Papageorgiou	Dirichlet (p,q)-equations at resonance	Vol. 34	no. 5	str. 2037-2060	10.3934/dcds.2014.34.2037	1078-0947	sherpa_romeo	Discrete and continuous dynamical systems	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	constant sign and nodal solutions, nonlinear regularity, nonlinear strong maximum principle, critical groups
3906	17605209		2-s2.0-84884513343	16	4	2	20	2013	Nikolaos S. Papageorgiou, George Smyrlis	On nonlinear nonhomogeneous resonant Dirichlet equations	Vol. 264	no. 2	str. 421-453	10.2140/pjm.2013.264.421	0030-8730	sherpa_romeo	Pacific journal of mathematics	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	resonant equations, tangency principle, strong comparison principle, constant sign and nodal solutions, Morse theory
3907	17605977		2-s2.0-84855669475	6	4	2	10	2012	Nikolaos S. Papageorgiou, Francesca Papalini	Constant sign and nodal solutions for logistic-type equations with equidiffusive reaction	Vol. 165	no. 1	str. 91-116	10.1007/s00605-010-0257-1	0026-9255	sherpa_romeo	Monatshefte f˜r Mathematik	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	logistic-type equation, equidiffusive reaction, superlinear nonlinearity, poositive and nodal solutions, Morse theory, truncation techniques, critical point theory
3908	17606489		2-s2.0-84957947184	0	1	0.5	1	2016	Taras O. Banakh, Alex V. Ravsky	Quasi-pseudometrics on quasi-uniform spaces and quasi-metrization of topological monoids	NA	NA	Str. 19-43	10.1016/j.topol.2015.12.010	0166-8641	sherpa_romeo	Topology and its Applications	31193	N0102	NA	NA	P1-0292	N01	NA	NA	NA	NA	NA	NA	NA	NA	quasi-uniform space, rotund quasi-uniform space, quasi-pseudometric, left-subinvariant premetric, topological monoid, paratopological group
3909	17607001		2-s2.0-84957974930	1	4	2	5	2016	Dikran N. Dikranjan, Dmitri B. Shakhmatov	Topological groups with many small subgroups	Vol. 200	NA	str. 101-132	10.1016/j.topol.2015.12.015	0166-8641	sherpa_romeo	Topology and its Applications	28252	N0102	NA	NA	P1-0292	N01	NA	NA	NA	NA	NA	NA	NA	NA	small subgroup generating property, SSGP group, minimally almost periodic group, functorial topology, subgroup topology, subgroup interior operator, Ulm-Kaplanski invariants, divisible weight, divisible rank
3910	17607257		2-s2.0-84958697817	0	0	0	0	2015	Taras O. Banakh, Mikolaj Fr_czyk	The covering number of the difference sets in partitions of G-spaces and groups	Vol. 1	iss. 4	str. 762-772	10.1007/s40879-015-0077-x	2199-675X	sherpa_romeo	European journal of mathematics	31193	N0102	NA	NA	P1-0292	N01	NA	NA	NA	NA	NA	NA	NA	NA	G-space, difference set, covering number, compact right topological semigroup, minimal measure, idempotent measure, quasi-invariant measure
3911	17607513		2-s2.0-79955925066	5	3	0.99	8	2011	Sergiu Aizicovici, Nikolaos S. Papageorgiou, Vasile Staicu	Positive solutions for nonlinear periodic problems with concave terms	Vol. 381	iss. 2	str. 866-883	10.1016/j.jmaa.2011.04.013	0022-247X	sherpa_romeo	Journal of mathematical analysis and applications	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	concave and convex nonlinearities, C-condition, mountain pass theorem, local minimizer, bifurcation-type theorem, positive solution
3912	17608281		2-s2.0-77958039314	1	4	2	5	2010	Leszek Gasi„ski, Nikolaos S. Papageorgiou	A multiplicity theorem for double resonant periodic problems	Vol. 10	iss. 4	str. 819-836	10.1515/ans-2010-0405	1536-1365		Advanced nonlinear studies	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	double resonance, Morse theory, critical groups, mountain pass theorem
3913	17608537		2-s2.0-84947494073	4	0	0	4	2016	Jan Groîelj, Marjeta Krajnc	C[sup]1 cubic splines on Powell-Sabin triangulations	Vol. 272	part 1	str. 114-126	10.1016/j.amc.2015.07.013	0096-3003	sherpa_romeo	Applied mathematics and computation	23467,38589	N0103,N0103	J1-9104,N1-0061	N01,N0104	P1-0288,P1-0294	N01,N07	0101-001,0101-002,1554-001,2975-001	N0101,N0103,N01,N07	0101,0510,1554,2975	N01,T0707,N0201,N	UNI-001		NA	NA	nested spline spaces, Powell-Sabin triangulation, normalized B-splines, control structure
3914	17608793		2-s2.0-84954286075	0	1	0.33	1	2016	Jernej Kozak, Marjeta Krajnc, Vito Vitrih	G[sup]1 interpolation by rational cubic PH curves in R[sup]3	Vol. 42	NA	str. 127-138	10.1016/j.cagd.2015.12.005	0167-8396	sherpa_romeo	Computer Aided Geometric Design	03425,23467,27559	N0103,N0103,N01	J1-9104,J1-9186,N1-0061	N01,N07,N0104	P1-0285,P1-0288,P1-0404	N01,N01,N01	0101-001,1554-001,1669-001,2790-001	N0101,N01,N,N03	0101,0510,1554,1669,1988,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	Pythagorean-hodograph, cubic rational curves, <U+25AB>$G^1$<U+25AB> interpolation, homotopy analysis
3915	17609049		2-s2.0-77954655760	4	3	1.5	7	2010	Michael E. Filippakis, Nikolaos S. Papageorgiou	Multiple nontrivial solutions for resonant Neumann problems	Vol. 283	no. 7	str. 1000-1014	10.1002/mana.200710045	0025-584X	sherpa_romeo	Mathematische Nachrichten	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	critical groups, Morse inequalities, PS-condition, local minimizers, Lagrange multiplier
3916	17610329		2-s2.0-84958050330	0	0	0	0	2016	Aleksej Turnîek	Circular two-sided multiplications	Vol. 64	no. 11	str. 2169-2176	10.1080/03081087.2016.1143911	0308-1087	sherpa_romeo	Linear and Multilinear Algebra	12191	N0101	J1-8133	N0104	P1-0222,P1-0291	N01,N01	0101-001,0600-007	N0101,T19	0101,0510,0600	N01,T0707,T19	UNI-001		NA	NA	cirkularen operator, krepko cirkularen operator, elementaren operator, minimalen ideal, circular operator, strongly circular operator, elementary operator, minimal norm ideal
3917	17610585		2-s2.0-85014823480	1	0	0	1	2017	Aleî Vavpeti”, Çiga Virk	On the fundamental group of inverse limits	Vol. 40	iss. 2	str. 941-957	10.1007/s40840-016-0327-1	0126-6705		Bulletin of the Malaysian Mathematical Society	18839,26522	N0102,N0102	J1-8131,N1-0064,N1-0083	N01,N0101,N0101	P1-0292	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	inverse limits, set valued functions, fundamental group
3918	17610841		2-s2.0-84945279696	0	0	0	0	2015	Tjasa Paj, Simon Ñpacapan	Maximum independent sets in direct products of cycles or trees with arbitrary graphs	Vol. 35	no. 4	str. 675-688	10.7151/dmgt.1837	1234-3099		Discussiones mathematicae	24904,35403	N0105,N0205	J1-9109	N01	P1-0297	N01	0101-002,0795-062	N0103,N0104	0101,0552,0795	N01,D03,T03	UNI-002		NA	NA	direktni produkt, neodvisna mnoñica, direct product, independent set
3919	17611097		2-s2.0-71649090845	0	6	3	6	2010	Sophia Th Kyritsi, Nikolaos S. Papageorgiou	On superquadratic periodic systems with indefinite linear part	Vol. 72	iss. 2	str. 946-954	10.1016/j.na.2009.07.035	0362-546X	sherpa_romeo	Nonlinear Analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	superquadratic potential, AR-condition, CC-condition, critical groups, periodic solution
3920	17611353		2-s2.0-84959421684	0	2	0.5	2	2016	Drago Bokal, Bogdan Oporowski, Rhonda Bruce Richter, Gelasio Salazar	Characterizing 2-crossing-critical graphs	Vol. 74	NA	str. 23-208	10.1016/j.aam.2015.10.003	0196-8858		Advances in applied mathematics	22402	N0105	J1-8130,N1-0057	N0105,N0103	P1-0297	N01	0101-001,2547-002	N0101,N02	0101,0552,2547	N01,D03,N	UNI-002		NA	NA	matematika, teorija grafov, prekriñno îtevilo, prekriñno-kriti”en graf, mathematics, graph theory, crossing number, crossing-critical graphs
3921	17613320		2-s2.0-77950918449	10	22	11	32	2010	Jaume Gin‘, Valery G. Romanovski	Integrability conditions for Lotka-Volterra planar complex quintic systems	Vol. 11	no. 3	str. 2100-2105	10.1016/j.nonrwa.2009.06.002	1468-1218	sherpa_romeo	Nonlinear analysis: real world applications	20779	N0101	J1-9112,N1-0063	N02,N0101	P1-0306	N02	0176-001,0796-012,2547-003	N0202,N0105,N01	0176,0552,0796,2547	N0202,D03,T03,N	UNI-002		NA	NA	matematika, Lotka-Volterra, polinomi, mathematics, polynoms
3922	17613832		2-s2.0-77952955823	0	2	1	2	2010	Maoan Han, Valery G. Romanovski	Estimating the number of limit cycles in polynomials systems	Vol. 368	no. 2	str. 491-497	10.1016/j.jmaa.2010.04.024	0022-247X	sherpa_romeo	Journal of mathematical analysis and applications	20779	N0101	J1-9112,N1-0063	N02,N0101	P1-0306	N02	0176-001,0796-012,2547-003	N0202,N0105,N01	0176,0552,0796,2547	N0202,D03,T03,N	UNI-002		NA	NA	matematika, limitni cikli, bifurkacija, mathematics, limit cycles, bifurcation
3923	17614937		2-s2.0-84946828804	0	0	0	0	2015	Giuseppina Barletta, Roberto Livrea, Nikolaos S. Papageorgiou	Resonant Neumann equations with indefinite linear part	Vol. 45	no. 2	str. 469-491	NA	1230-3429	sherpa_romeo	Topological Methods in Nonlinear Analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	resonant equation, critical groups, reduction method, multiple solutions, unique continuation property
3924	17615193		2-s2.0-84959076114	2	1	1	3	2016	Matej Breîar	Finite dimensional zero product determined algebras are generated by idempotents	Vol. 34	iss. 1	str. 130-143	10.1016/j.exmath.2015.07.002	0723-0869	sherpa_romeo	Expositiones mathematicae	8721	N0104	N1-0061	N0104	P1-0288	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	algebra, dolo”ena z ni”elnim produktom, kon”no razseñna algebra, idempotent, zero product determined algebra, finite dimensional algebra
3925	17616985		2-s2.0-84946841879	0	1	1	1	2015	Pavle Saksida	Some analytical aspects of the nonlinear Fourier transform	NA	NA	Str. 381-391	NA	1561-4085	sherpa_romeo	Nonlinear phenomena in complex systems	8728	N0102	J1-9104	N01	P1-0291	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	nelinearna Fourierova transformacija, inverzna sipalna metoda, parcialne diferencialne ena”be, integrabilni sistemi, spektralni parameter, nonlinear Fourier transform, inverse scattering method, integrable nonlinear partial differential equations
3926	17622361		2-s2.0-84960114443	1	0	0	1	2016	Franc Forstneri”, Jaka Smrekar, Alexandre B. Sukhov	On the Hodge conjecture for q-complete manifolds	Vol. 20	no. 1	str. 353-388	10.2140/gt.2016.20.353	1465-3060	sherpa_romeo	Geometry & topology	9990,21969	N0101,N0102	J1-8131,J1-9104,N1-0083	N01,N01,N0101	P1-0291,P1-0292	N01,N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	Hodgeova domneva, kompleksno analiti”en cikel, q-completna mnogoterost, Steinova mnogoterost, Poincar‘-Lefschetzova dualnost, Hodge conjecture, complex analytic cycle, q-complete manifold, Stein manifold, Poincar‘-Lefschetz duality
3927	17625945		2-s2.0-84959355604	0	1	1	1	2016	Matej Breîar	Functional identities on tensor products of algebras	Vol. 455	NA	str. 108-136	10.1016/j.jalgebra.2016.02.012	0021-8693	sherpa_romeo	Journal of algebra	8721	N0104	N1-0061	N0104	P1-0288	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, algebra, funkcijske identitete, d-prosta mnoñica, tenzorski produkt algeber, mathematics, functional identities, d-free set, tensor product of algebras
3928	17626969		2-s2.0-84992153649	0	0	0	0	2016	David Dolñan	The metric dimension of the total graph of a finite commutative ring	Vol. 59	iss. 4	str. 748-759	10.4153/CMB-2016-015-5	Aug-95	sherpa_romeo	Canadian mathematical bulletin	16331	N0104	NA	NA	P1-0222	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	totalni graf, kon”ni kolobar, metri”na dimenzija, total graph, finite ring, metric dimension
3929	17627737		2-s2.0-84944705402	0	0	0	0	2015	Dikran N. Dikranjan, Elena Martﬁn-Peinador, Vaja I. Tarieladze	Countable powers of compact abelian groups in the uniform topology and cardinality of their dual groups	Vol. 211	no. 1	str. 127-135	10.1007/s10958-015-2603-2	1072-3374	sherpa_romeo	Journal of mathematical sciences	28252	N0102	NA	NA	P1-0292	N01	NA	NA	NA	NA	NA	NA	NA	NA	character, dual group, uniform topology, connected group, precompact group, locally quasiconvex group
3930	17628505		2-s2.0-84955242244	2	3	1	5	2016	William J. Helton, Igor Klep, Scott A. Mccullough	Matrix convex hulls of free semialgebraic sets	Vol. 386	no. 5	str. 3105-3139	10.1090/tran/6560	Feb-47	sherpa_romeo	Transactions of the American Mathematical Society	22353	N0104	J1-8132,N1-0057	N0104,N0103	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	convex hull, linear matrix inequality (LMI), LMI domain, spectrahedron, spectrahedrop, semialgebraic set, free real algebraic geometry, noncommutative polynomial
3931	17628761		2-s2.0-84985972770	0	0	0	0	2015	Nadia Boudi, Janko Bra”i”	On the invertibility of length two elementary operators	Vol. 30	NA	str. 916-933	NA	1081-3810		The electronic journal of linear algebra	19511	N0101	NA	NA	P2-0268	T16	1555-005	T0402	510,1555	T0707,N06	UNI-001		NA	NA	kompleksen Banachov prostor, elementaren operator, complex Banach space, elementary operator
3932	17629273		2-s2.0-84962482009	1	0	0	1	2016	JerÍnimo Alaminos, Jos‘ Extremera, Armando R. Villena, Matej Breîar, Ñpela Ñpenko	Commutators and square-zero elements in Banach algebras	Vol. 67	iss. 1	str. 1-13	10.1093/qmath/hav037	0033-5606	sherpa_romeo	Quarterly Journal of Mathematics	8721,33617	N0104,N0104	N1-0061	N0104	P1-0288	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, Banachova algebra, lastnost B, komutator, element s kvadratom ni”, mathematics, Banach algebra, property B, commutator, square-zero element
3933	17629529		2-s2.0-85011982334	1	9	4.5	10	2017	Sami Baraket, Molica Bisci Giovanni	Multiplicity results for elliptic Kirchhoff-type problems	Vol. 6	iss. 1	str. 85-93	10.1515/anona-2015-0168	2191-9496	sherpa_romeo	Advances in nonlinear analysis	36991	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	critical point, positive solution, Kirchhoff-type problems
3934	17629785		2-s2.0-84966526495	0	2	0.67	2	2016	Pasquale Candito, Giuseppina D°Aguﬁ, Nikolaos S. Papageorgiou	Nonlinear noncoercive Neumann problems with a reaction concave near the origin	Vol. 47	no. 1	str. 289--317	10.12775/TMNA.2016.007	1230-3429	sherpa_romeo	Topological Methods in Nonlinear Analysis	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	concave term, constant sign solutions, nodal solutions, nonlinear regularity, critical groups
3935	17630041		2-s2.0-84930333122	4	3	1.5	7	2016	Csilla Bujt˙s, Sandi Klavñar	Improved upper bounds on the domination number of graphs with minimum degree at least five	Vol. 32	iss. 2	str. 511-519	10.1007/s00373-015-1585-7	0911-0119	sherpa_romeo	Graphs and combinatorics	5949	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	teorija grafov, dominantno îtevilo, minimalna stopnja, poñreîni algoritem, graph theory, domination number, minimum degree, greedy algorithm
3936	17630809		2-s2.0-84943243543	1	1	0.5	2	2015	Nino Baîi“, Tomañ Pisanski	Iterated altans and their properties	Vol. 74	no. 3	str. 645-658	NA	0340-6253		MATCH Communications in Mathematical and in Computer Chemistry	1941,34561	N0105,N0105	J1-9187	N07	P1-0294	N07	0101-002,1554-001,1669-001,2790-001	N0103,N01,N,N03	0101,0510,1554,1669,1988,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	altan, benzenoid, Kekulejeva struktura, nanocevka, nanokapica, Kekul‘ structure, nanotube, nanocap
3937	17631065		2-s2.0-84961125528	0	1	0.33	1	2016	Nino Baîi“, Patrick W. Fowler, Tomañ Pisanski	Coronoids, patches and generalised altans	Vol. 54	iss. 4	str. 977-1009	10.1007/s10910-016-0599-6	0259-9791	sherpa_romeo	Journal of mathematical chemistry	1941,34561	N0105,N0105	J1-9187	N07	P1-0294	N07	0101-002,1554-001,1669-001,2790-001	N0103,N01,N,N03	0101,0510,1554,1669,1988,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	altan, posploîeni altan, iterirani altan, benzenoid, koronoid, obliñ, naluknjan obliñ, Kekulejeva struktura, Paulingov red vezi, generalised altan, iterated altan, coronoid, patch, perforated patch, Kekul‘ structure, Pauling Bond Order
3938	17631321		2-s2.0-84883025744	2	12	6	14	2013	Igor Klep, Markus Schweighofer	An exact duality theory for semidefinite programming based on sums of squares	Vol. 38	iss. 3	str. 569-590	10.1287/moor.1120.0584	0364-765X	sherpa_romeo	Mathematics of operations research	22353	N0104	J1-8132,N1-0057	N0104,N0103	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	linear matrix inequality, LMI, spectrahedron, semidefinite programming, SDP, quadratic module, infeasibility, duality theory, real radical, Farkas' lemma
3939	17631577		2-s2.0-84890499305	0	1	0.25	1	2014	Sabine Burgdorf, Kenneth J N Dykema, Igor Klep, Markus Schweighofer	"Addendum to ""Connes' embedding conjecture and sums of hermitian squares"""	Vol. 252	NA	str. 805-811	10.1016/j.aim.2013.10.020	Jan-08	sherpa_romeo	Advances in mathematics	22353	N0104	J1-8132,N1-0057	N0104,N0103	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	Connes' embedding problem, real von Neumann algebras
3940	17631833		2-s2.0-84899982904	2	3	1	5	2014	James William Helton, Igor Klep, Christopher S. Nelson	Noncommutative polynomials nonnegative on a variety intersect a convex set	Vol. 266	iss. 12	str. 6684-6752	10.1016/j.jfa.2014.03.016	0022-1236	sherpa_romeo	Journal of functional analysis	22353	N0104	J1-8132,N1-0057	N0104,N0103	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	free real algebraic geometry, linear matrix inequality (LMI), semidefinite programming (SDP), noncommutative algebra inequalities, spectrahedron, free algebra, complete positivity, symbolic computation
3941	17632089		2-s2.0-84940497415	0	1	1	1	2015	Lucijan Plevnik	Top stars and isomorphisms of Grassmann graphs	Vol. 56	iss. 2	str. 703-728	10.1007/s13366-014-0227-1	0138-4821	sherpa_romeo	Beitr_ge zur Algebra und Geometrie	33288	N0104	J1-8133,N1-0061	N0104,N0104	P1-0288	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	adjacent subspaces, Grassmann graph, complementary subspaces, distant graph
3942	17632345		2-s2.0-84925236201	1	12	12	13	2015	Bojan Mohar	Median eigenvalues and the HOMO-LUMO index of graphs	Vol. 112	NA	str. 78-92	10.1016/j.jctb.2014.12.001	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, lastne vrednosti, HL-indeks, Heawoodov graf, molekularni graf, medijanska lastna vrednost, mathematics, graph theory, graph eigenvalue, median eigenvalue, interlacing, HOMO-LUMO
3943	17632857		2-s2.0-84952650529	0	0	0	0	2015	Bojan Mohar	Colouring graphs on surfaces	NA	NA	Str. 13-35	NA				1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, grafi na ploskvah, barvanje, mathematics, graph theory, graphs on surfaces, colouring
3944	17633113		2-s2.0-84939958900	0	3	1.5	3	2015	Bojan Mohar, Behruz Tayfeh-Rezaie	Median eigenvalues of bipartite graphs	Vol. 41	iss. 3	str. 899-909	10.1007/s10801-014-0558-x	0925-9899	sherpa_romeo	Journal of algebraic combinatorics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, matrika sosednosti, lastne vrednosti grafov, pokritja, mathematics, graph theory, adjacency matrix, graph eigenvalues, median eigenvalues, covers
3945	17634393		2-s2.0-84936889547	1	3	3	4	2016	Josip Globevnik	Holomorphic functions unbounded on curves of finite length	Vol. 364	iss. 3-4	str. 1343-1359	10.1007/s00208-015-1253-5	0025-5831	sherpa_romeo	Mathematische Annalen	2301	N0101	NA	NA	P1-0291	N01	NA	NA	NA	NA	NA	NA	NA	NA	matematika, kompleksna analiza, holomorfne funkcije, mathematics, complex analysis, holomorphic functions
3946	17634649		2-s2.0-84957686282	1	0	0	1	2017	Nikolaos S. Papageorgiou, Francesca Papalini	On p-logistic equations of equidiffusive type	Vol. 21	iss. 1	str. 9-21	10.1007/s11117-016-0398-0	1385-1292	sherpa_romeo	Positivity	38771	N0101	J1-8131,N1-0064	N01,N0101	P1-0292	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	p-logistic equation, equidiffusive perturbation, principal eigenvalue, truncation strong comparison
